	filename	determiner	monotonicity	gold_label	replace_target	replace_source	replace_mode	ori_sentence	new_sentence
58	silver/p81/d2754	no	downward_monotone	neutral	time	geologic time	noun_hypernym_obj	It was no coincidence that both Tom and Mary were in the cafeteria at the same geologic time .	It was no coincidence that both Tom and Mary were in the cafeteria at the same time .
59	silver/p81/d2754	no	downward_monotone	entailment	time	Greenwich Mean Time	noun_hyponym_obj	It was no coincidence that both Tom and Mary were in the cafeteria at the same time .	It was no coincidence that both Tom and Mary were in the cafeteria at the same Greenwich Mean Time .
60	silver/p81/d2754	no	downward_monotone	neutral	time	Greenwich Mean Time	noun_hypernym_obj	It was no coincidence that both Tom and Mary were in the cafeteria at the same Greenwich Mean Time .	It was no coincidence that both Tom and Mary were in the cafeteria at the same time .
61	silver/p81/d2754	no	downward_monotone	entailment	time	Greenwich Time	noun_hyponym_obj	It was no coincidence that both Tom and Mary were in the cafeteria at the same time .	It was no coincidence that both Tom and Mary were in the cafeteria at the same Greenwich Time .
62	silver/p81/d2754	no	downward_monotone	neutral	time	Greenwich Time	noun_hypernym_obj	It was no coincidence that both Tom and Mary were in the cafeteria at the same Greenwich Time .	It was no coincidence that both Tom and Mary were in the cafeteria at the same time .
63	silver/p81/d2754	no	downward_monotone	entailment	time	GMT	noun_hyponym_obj	It was no coincidence that both Tom and Mary were in the cafeteria at the same time .	It was no coincidence that both Tom and Mary were in the cafeteria at the same GMT .
64	silver/p81/d2754	no	downward_monotone	neutral	time	GMT	noun_hypernym_obj	It was no coincidence that both Tom and Mary were in the cafeteria at the same GMT .	It was no coincidence that both Tom and Mary were in the cafeteria at the same time .
65	silver/p81/d2754	no	downward_monotone	entailment	time	universal time	noun_hyponym_obj	It was no coincidence that both Tom and Mary were in the cafeteria at the same time .	It was no coincidence that both Tom and Mary were in the cafeteria at the same universal time .
66	silver/p81/d2754	no	downward_monotone	neutral	time	universal time	noun_hypernym_obj	It was no coincidence that both Tom and Mary were in the cafeteria at the same universal time .	It was no coincidence that both Tom and Mary were in the cafeteria at the same time .
67	silver/p81/d2754	no	downward_monotone	entailment	time	UT	noun_hyponym_obj	It was no coincidence that both Tom and Mary were in the cafeteria at the same time .	It was no coincidence that both Tom and Mary were in the cafeteria at the same UT .
68	silver/p81/d2754	no	downward_monotone	neutral	time	UT	noun_hypernym_obj	It was no coincidence that both Tom and Mary were in the cafeteria at the same UT .	It was no coincidence that both Tom and Mary were in the cafeteria at the same time .
69	silver/p81/d2754	no	downward_monotone	entailment	time	UT1	noun_hyponym_obj	It was no coincidence that both Tom and Mary were in the cafeteria at the same time .	It was no coincidence that both Tom and Mary were in the cafeteria at the same UT1 .
70	silver/p81/d2754	no	downward_monotone	neutral	time	UT1	noun_hypernym_obj	It was no coincidence that both Tom and Mary were in the cafeteria at the same UT1 .	It was no coincidence that both Tom and Mary were in the cafeteria at the same time .
71	silver/p81/d2754	no	downward_monotone	entailment	time	musical time	noun_hyponym_obj	It was no coincidence that both Tom and Mary were in the cafeteria at the same time .	It was no coincidence that both Tom and Mary were in the cafeteria at the same musical time .
72	silver/p81/d2754	no	downward_monotone	neutral	time	musical time	noun_hypernym_obj	It was no coincidence that both Tom and Mary were in the cafeteria at the same musical time .	It was no coincidence that both Tom and Mary were in the cafeteria at the same time .
73	silver/p81/d2754	no	downward_monotone	entailment	time	past	noun_hyponym_obj	It was no coincidence that both Tom and Mary were in the cafeteria at the same time .	It was no coincidence that both Tom and Mary were in the cafeteria at the same past .
74	silver/p81/d2754	no	downward_monotone	neutral	time	past	noun_hypernym_obj	It was no coincidence that both Tom and Mary were in the cafeteria at the same past .	It was no coincidence that both Tom and Mary were in the cafeteria at the same time .
75	silver/p81/d2754	no	downward_monotone	entailment	time	past time	noun_hyponym_obj	It was no coincidence that both Tom and Mary were in the cafeteria at the same time .	It was no coincidence that both Tom and Mary were in the cafeteria at the same past time .
77	silver/p81/d2754	no	downward_monotone	entailment	time	yesteryear	noun_hyponym_obj	It was no coincidence that both Tom and Mary were in the cafeteria at the same time .	It was no coincidence that both Tom and Mary were in the cafeteria at the same yesteryear .
78	silver/p81/d2754	no	downward_monotone	neutral	time	yesteryear	noun_hypernym_obj	It was no coincidence that both Tom and Mary were in the cafeteria at the same yesteryear .	It was no coincidence that both Tom and Mary were in the cafeteria at the same time .
79	silver/p81/d2754	no	downward_monotone	entailment	time	present	noun_hyponym_obj	It was no coincidence that both Tom and Mary were in the cafeteria at the same time .	It was no coincidence that both Tom and Mary were in the cafeteria at the same present .
80	silver/p81/d2754	no	downward_monotone	neutral	time	present	noun_hypernym_obj	It was no coincidence that both Tom and Mary were in the cafeteria at the same present .	It was no coincidence that both Tom and Mary were in the cafeteria at the same time .
81	silver/p81/d2754	no	downward_monotone	entailment	time	nowaday	noun_hyponym_obj	It was no coincidence that both Tom and Mary were in the cafeteria at the same time .	It was no coincidence that both Tom and Mary were in the cafeteria at the same nowaday .
82	silver/p81/d2754	no	downward_monotone	neutral	time	nowaday	noun_hypernym_obj	It was no coincidence that both Tom and Mary were in the cafeteria at the same nowaday .	It was no coincidence that both Tom and Mary were in the cafeteria at the same time .
83	silver/p81/d0754	no	downward_monotone	entailment	no space~shuttle to pick him up in case of an emergency	no emergency	simple	On February 1 , 1990 , during a spacewalk , Alexander~Serebrov dons an experimental flying armchair that had been delivered to Mir with Kvant~2 . Unlike U.S. astronauts , who flew untethered flights with a similar device , the Soviet cosmonaut remains attached to the station with a safety tether , since there is no emergency .	On February 1 , 1990 , during a spacewalk , Alexander~Serebrov dons an experimental flying armchair that had been delivered to Mir with Kvant~2 . Unlike U.S. astronauts , who flew untethered flights with a similar device , the Soviet cosmonaut remains attached to the station with a safety tether , since there is no space~shuttle to pick him up in case of an emergency .
84	silver/p81/d0754	no	downward_monotone	neutral	emergency	temporary state	noun_hypernym_obj	On February 1 , 1990 , during a spacewalk , Alexander~Serebrov dons an experimental flying armchair that had been delivered to Mir with Kvant~2 . Unlike U.S. astronauts , who flew untethered flights with a similar device , the Soviet cosmonaut remains attached to the station with a safety tether , since there is no space~shuttle to pick him up in case of an emergency .	On February 1 , 1990 , during a spacewalk , Alexander~Serebrov dons an experimental flying armchair that had been delivered to Mir with Kvant~2 . Unlike U.S. astronauts , who flew untethered flights with a similar device , the Soviet cosmonaut remains attached to the station with a safety tether , since there is no space~shuttle to pick him up in case of an temporary state .
85	silver/p81/d0754	no	downward_monotone	entailment	emergency	temporary state	noun_hypernym_obj	On February 1 , 1990 , during a spacewalk , Alexander~Serebrov dons an experimental flying armchair that had been delivered to Mir with Kvant~2 . Unlike U.S. astronauts , who flew untethered flights with a similar device , the Soviet cosmonaut remains attached to the station with a safety tether , since there is no space~shuttle to pick him up in case of an temporary state .	On February 1 , 1990 , during a spacewalk , Alexander~Serebrov dons an experimental flying armchair that had been delivered to Mir with Kvant~2 . Unlike U.S. astronauts , who flew untethered flights with a similar device , the Soviet cosmonaut remains attached to the station with a safety tether , since there is no space~shuttle to pick him up in case of an emergency .
86	silver/p81/d3368	no	downward_monotone	entailment	no effect on him	no him	simple	It has had no him .	It has had no effect on him .
87	silver/p81/d0810	no	downward_monotone	neutral	clouds	groups	noun_hypernym_obj	There were no clouds today .	There were no groups today .
88	silver/p81/d0810	no	downward_monotone	entailment	clouds	groups	noun_hypernym_obj	There were no groups today .	There were no clouds today .
89	silver/p81/d0810	no	downward_monotone	neutral	clouds	groupings	noun_hypernym_obj	There were no clouds today .	There were no groupings today .
90	silver/p81/d0810	no	downward_monotone	entailment	clouds	groupings	noun_hypernym_obj	There were no groupings today .	There were no clouds today .
91	silver/p81/d0810	no	downward_monotone	entailment	clouds	infestations	noun_hyponym_obj	There were no clouds today .	There were no infestations today .
92	silver/p81/d0810	no	downward_monotone	neutral	clouds	infestations	noun_hypernym_obj	There were no infestations today .	There were no clouds today .
